0,5809.449934267831
100,269.07600968967773
200,31.445439471256286
300,14.486985456165701
400,10.614729854089115
500,8.817955840778883
600,7.618708517054107
700,6.721042297210187
800,6.017092835806542
900,5.4488501020682625
1000,4.980016163375841
1100,4.586330190172525
1200,4.250892742093445
1300,3.9615521526393205
1400,3.709338470823275
1500,3.4874814391682305
1600,3.2907722520614824
1700,3.1151360447225653
1800,2.957337977926988
1900,2.814776511412928
2000,2.6853350445828594
2100,2.567273519559427
2200,2.4591479399230494
2300,2.3597497444735063
2400,2.2680595345257597
2500,2.1832113320044755
2600,2.104464668460235
2700,2.0311825695868557
2800,1.9628140287662725
2900,1.8988799346402132
3000,1.8389616821847097
3100,1.7826918874635342
3200,1.7297467653620808
3300,1.6798398322181394
3400,1.6327166717257517
3500,1.5881505600038626
3600,1.5459387893746024
3700,1.5058995638055175
3800,1.4678693647425072
3900,1.431700706088493
4000,1.3972602127576637
4100,1.3644269695828202
4200,1.3330910971430625
4300,1.3031525188851472
4400,1.2745198901730448
4500,1.247109664948339
4600,1.2208452797753724
4700,1.1956564383771626
4800,1.1714784824941906
4900,1.1482518371388113
