0,5092.2949086213985
100,71.45331020225878
200,4.765124320602791
300,3.053986868603325
400,2.5879504458785174
500,2.2730860213854545
600,2.0318381129546377
700,1.8390907588725944
800,1.6809421742118114
900,1.5485679148956686
1000,1.435992449036463
1100,1.3389939120168481
1200,1.254492285904312
1300,1.180181785216825
1400,1.1142986861178017
1500,1.0554689719778234
1600,1.0026051734282957
1700,0.9548346433137854
1800,0.9114485364842136
1900,0.8718647872044569
2000,0.8356007675378808
2100,0.8022527770264212
2200,0.77148043972008
2300,0.7429946833910208
2400,0.7165483716834105
2500,0.6919289269488615
2600,0.6689524648145189
2700,0.6474590894203404
2800,0.6273090888219371
2900,0.6083798350557847
3000,0.590563240605202
3100,0.5737636577375501
3200,0.5578961329931468
3300,0.5428849484773612
3400,0.5286623962817147
3500,0.5151677435723847
3600,0.502346354522397
3700,0.49014894196885367
3800,0.4785309269188941
3900,0.46745188815469363
4000,0.4568750874569353
4100,0.4467670585718555
4200,0.4370972501356443
4300,0.42783771445344315
4400,0.4189628353942403
4500,0.4104490897734092
4600,0.40227483750309
4700,0.3944201365371544
4800,0.3868665792534404
4900,0.37959714742648343
